model_size,n_epochs,dataset_percent,masked_percent,n_windows,time,first_train_loss,first_mse,first_rmse,first_mae,first_smape,last_train_loss,last_mse,last_rmse,last_mae,last_smape,windows,best_epochs,train_losses,eval_pre,eval_post
small,5,0.5,0.25,5,74.52500462532043,,,,,,,,,,,"[8, 10, 12, 16, 17]","[0, 4, 4, 0, 3]","[0.07803042930463562, 0.24234891217201948, 0.4215464736800641, 1.2035087011754513, 1.258875771658495]","{'mse': 0.05367609879361836, 'rmse': 0.0030206504948108517, 'mae': 0.030369810270629106, 'smape': 0.2048870860391293, 'loss': 0.0028132417549689612}","{'mse': [0.5630937320147605, 0.38482146039339804, 0.24210831686934184, 0.11530365659233177, 0.18693658844864638], 'rmse': [0.46161564551053114, 0.18102027597140724, 0.07517741742154851, 0.015434296918706899, 0.044049477841301976], 'mae': [0.37747450281077854, 0.24232618294369718, 0.14840288280307265, 0.07023185534956156, 0.11862810399793489], 'smape': [1.1619741171076776, 0.9470181547440988, 0.6389203953800625, 0.5875490465872314, 0.6433979512837926], 'loss': [0.43012857768270707, 0.1654771046919955, 0.0716935247182846, 0.015434297325555235, 0.04404948023147881]}"
small,5,0.5,0.5,1,14.907851696014404,,,,,,,,,,,[12],[3],"[0.2137366111855954, 0.3834908200078644, 0.12349991146475077, 0.09703240401577204, 0.16926107908366247]","{'mse': 0.05427199574343307, 'rmse': 0.0030208289974022915, 'mae': 0.029942439211164275, 'smape': 0.20479750741979807, 'loss': 0.00276940522599034}","{'mse': [0.11253083767583574], 'rmse': [0.015736575515902036], 'mae': [0.06716753952042741], 'smape': [0.5952817987041144], 'loss': [0.014249374701951941]}"
small,5,0.5,0.5,5,74.07478070259094,,,,,,,,,,,"[8, 10, 12, 16, 17]","[0, 4, 2, 4, 0]","[0.061634026482352056, 0.10997956002829597, 0.3976161343045533, 0.4550985389621928, 0.5082449442241341]","{'mse': 0.04043706502534952, 'rmse': 0.0017106797277924991, 'mae': 0.022276920736588254, 'smape': 0.17615448817073306, 'loss': 0.0015725094191212621}","{'mse': [0.14740353706834863, 0.1770403295518136, 0.105167616180431, 0.3397390691064244, 0.6256326175804959], 'rmse': [0.026508617692784574, 0.0484579492481029, 0.014314028651800221, 0.2406375875646318, 0.5330372012215834], 'mae': [0.09052066734830777, 0.1112816606522896, 0.05825795674635199, 0.19913759010250942, 0.365131237004789], 'smape': [0.5564409701765136, 0.6962340205923763, 0.42080247102984725, 0.7832556524956895, 1.038023903514453], 'loss': [0.024687413229710527, 0.045261575271271996, 0.013942479524606219, 0.24063759588170797, 0.5330372052267194]}"
small,5,0.5,0.75,1,14.651286602020264,,,,,,,,,,,[12],[1],"[0.0627590257267002, 0.057099372299853714, 0.17045483887195587, 0.5892441825009882, 0.6118632329627871]","{'mse': 0.06736743641164457, 'rmse': 0.004618898092482111, 'mae': 0.03693870985438297, 'smape': 0.25121305545516087, 'loss': 0.004237377259414643}","{'mse': [0.29914144512424573], 'rmse': [0.12609330114597764], 'mae': [0.18518396614700583], 'smape': [0.9907568205092556], 'loss': [0.11383819818082783]}"
small,5,0.5,0.75,5,74.39015746116638,,,,,,,,,,,"[8, 10, 12, 16, 17]","[1, 0, 2, 1, 3]","[0.09801818532578181, 0.051766706514172256, 0.25461347053060307, 0.28060804881388324, 0.3736348619684577]","{'mse': 0.059804839145227405, 'rmse': 0.0037140363197242275, 'mae': 0.031552625578926664, 'smape': 0.20005820676065283, 'loss': 0.0033892071983751115}","{'mse': [0.2809530964238699, 0.24144588995653282, 0.20031761858808478, 0.14773328134712518, 0.14610622190151476], 'rmse': [0.11370167994345343, 0.09753486360565533, 0.043978094161544294, 0.03240299845453751, 0.025487821228674833], 'mae': [0.1368123319850733, 0.12583712150181572, 0.10469938806247313, 0.08524248622256891, 0.07981602391009801], 'smape': [0.6936550143385918, 0.6184958971846922, 0.6492196408632094, 0.5841879902332825, 0.5231229088469137], 'loss': [0.10434647442566024, 0.08875378128141165, 0.04139818742664324, 0.03240299629396759, 0.02548782060330268]}"
small,5,0.75,0.25,1,22.03219699859619,,,,,,,,,,,[12],[0],"[0.13605600808320256, 0.5329368274115647, 1.094251600963374, 0.3222340070642531, 0.3675393080649277]","{'mse': 0.05931023320998647, 'rmse': 0.0036626756381746145, 'mae': 0.03289135981508162, 'smape': 0.19362937321686238, 'loss': 0.0033612140751857725}","{'mse': [0.1764096588806662], 'rmse': [0.04416443803763194], 'mae': [0.10900247138166844], 'smape': [0.6188145727773748], 'loss': [0.040737246007968984]}"
small,5,0.75,0.25,5,107.00766181945801,,,,,,,,,,,"[8, 10, 12, 16, 17]","[4, 0, 4, 0, 4]","[0.1151037044551534, 0.5887405615920822, 0.3495649009166906, 0.1614806905388832, 0.09951954955856006]","{'mse': 0.050948428464201376, 'rmse': 0.0027549864666487436, 'mae': 0.028542607883886937, 'smape': 0.17826628436958836, 'loss': 0.00259659215549214}","{'mse': [0.1291247930609618, 0.361703858009933, 0.08830473260093986, 0.08553897249504966, 0.10777904530986393], 'rmse': [0.029725426207378634, 0.17925184160121094, 0.008431005843621803, 0.007751162590350713, 0.0141126610500731], 'mae': [0.07933642913614257, 0.22255989770548273, 0.04802863429166925, 0.048634658980631684, 0.0681170070031385], 'smape': [0.37495198004581054, 1.0990477017296834, 0.3446245949481066, 0.32039304486555065, 0.5704127613931422], 'loss': [0.027697589688210025, 0.16714354438914192, 0.007734705412682767, 0.007751162273052614, 0.014112660603132099]}"
small,5,0.75,0.5,1,21.974407196044922,,,,,,,,,,,[12],[2],"[0.35000100230196646, 0.305950166999052, 0.13258461294074853, 0.15300215034900855, 0.20493408907980967]","{'mse': 0.060805193370216254, 'rmse': 0.003796923316675062, 'mae': 0.033350404277498025, 'smape': 0.20921843703754095, 'loss': 0.003503818711679843}","{'mse': [0.2507375174223833], 'rmse': [0.06989106390772817], 'mae': [0.15884035523230022], 'smape': [1.012297234089959], 'loss': [0.06448957261939843]}"
small,5,0.75,0.5,5,108.28029441833496,,,,,,,,,,,"[8, 10, 12, 16, 17]","[4, 2, 1, 0, 4]","[0.17030261548546452, 0.4249421566259116, 0.21385026838009555, 0.15028688251040875, 0.1495186606499677]","{'mse': 0.04707412638082761, 'rmse': 0.002398068153623919, 'mae': 0.025023626478818745, 'smape': 0.19541946251376144, 'loss': 0.0021977736776332473}","{'mse': [0.14470392870115498, 0.4251086266339671, 0.20822812678010993, 0.27406699667175977, 0.20412750963465193], 'rmse': [0.024581603605673383, 0.21384141769557857, 0.0669654658116354, 0.10825030650497655, 0.0581972521129452], 'mae': [0.07885516685200855, 0.27019730630294925, 0.12198482868586516, 0.15467705085166017, 0.11364191228256004], 'smape': [0.5272171086255977, 1.0950654643630562, 0.6718077377897913, 0.7698340093077856, 0.589260783110263], 'loss': [0.02250365034625348, 0.20065699745383528, 0.06260300704485013, 0.10825030616251752, 0.058197251288220286]}"
small,5,0.75,0.75,1,22.1024169921875,,,,,,,,,,,[12],[0],"[0.08686333543494887, 0.4998300407392283, 0.573271028410333, 0.4079880894161761, 0.20408314801752567]","{'mse': 0.06781790478901333, 'rmse': 0.0048061017818014, 'mae': 0.03791644588670542, 'smape': 0.23455862309287945, 'loss': 0.004465481441002339}","{'mse': [0.26722988869018904], 'rmse': [0.10468204921895277], 'mae': [0.16308362172219845], 'smape': [0.8062650440178045], 'loss': [0.09553085371024078]}"
small,5,0.75,0.75,5,109.3576889038086,,,,,,,,,,,"[8, 10, 12, 16, 17]","[4, 0, 0, 0, 4]","[0.20406276020100148, 0.277064468129538, 0.08613195480235541, 0.07703016306040808, 0.02305817382099728]","{'mse': 0.05907534839284002, 'rmse': 0.0035887957217709985, 'mae': 0.0299664609770004, 'smape': 0.1982519165144352, 'loss': 0.0033284917299170047}","{'mse': [0.1058900831091686, 0.12481543421587361, 0.29462492413001706, 0.3517726419698547, 0.10105888633219423], 'rmse': [0.012672661814612091, 0.01818357224096418, 0.14323618207122693, 0.1839222248013367, 0.01093906776635056], 'mae': [0.05921064803663355, 0.06777085552547271, 0.1474147879269494, 0.1776355850659206, 0.05771467000613484], 'smape': [0.36263580084479546, 0.5315655091880962, 0.5828076817519157, 0.6716566923793795, 0.4104587854782362], 'loss': [0.01157232747775399, 0.016868095689763624, 0.1346243207549883, 0.183922219555825, 0.010939067491563037]}"
small,5,1.0,0.25,1,28.147229433059692,,,,,,,,,,,[12],[0],"[0.1138877547460939, 0.17273046894881286, 0.1764494528332235, 0.26599228200747776, 0.3548168711805422]","{'mse': 0.06222869883990603, 'rmse': 0.003961032259424154, 'mae': 0.034892591457839246, 'smape': 0.23500686364617795, 'loss': 0.0036978486516293036}","{'mse': [0.40503624361109286], 'rmse': [0.220288455246264], 'mae': [0.24949094306590947], 'smape': [0.9836200567380542], 'loss': [0.2000429764803913]}"
small,5,1.0,0.25,5,140.7121696472168,,,,,,,,,,,"[8, 10, 12, 16, 17]","[2, 3, 4, 4, 0]","[0.09678887838986396, 0.10260433328068375, 0.07429325699463095, 0.19129033164905482, 0.28186414061163206]","{'mse': 0.05277899021955718, 'rmse': 0.0028370156424026433, 'mae': 0.02871367921649765, 'smape': 0.1923226647832868, 'loss': 0.0026703941726332735}","{'mse': [0.3008360781082441, 0.08867908688124973, 0.2075556708864625, 0.15234411068592557, 0.35056190187602665], 'rmse': [0.11868809152865756, 0.009757871255130706, 0.049910563976941186, 0.026562481235786722, 0.20191673120651832], 'mae': [0.1855559579687766, 0.048862501590226134, 0.13234988585666774, 0.09344740674396235, 0.2216847096467518], 'smape': [1.0931511039719477, 0.3243843111240353, 0.8748768128640442, 0.6503758650660847, 0.826485251843228], 'loss': [0.11058116797357798, 0.008961678741292821, 0.04812651644978258, 0.026562480779830366, 0.20191672584041953]}"
small,5,1.0,0.5,1,28.09272265434265,,,,,,,,,,,[12],[3],"[0.11104697603916161, 0.15335166337899864, 0.16100712831279165, 0.10123521299101412, 0.11686241696588695]","{'mse': 0.06633951984598983, 'rmse': 0.004564625898553967, 'mae': 0.03895615200808113, 'smape': 0.24107450703575772, 'loss': 0.004218410073210382}","{'mse': [0.2543183986054854], 'rmse': [0.09469850718451489], 'mae': [0.169120662491913], 'smape': [0.9764712409018438], 'loss': [0.0864927823551827]}"
small,5,1.0,0.5,5,140.6459836959839,,,,,,,,,,,"[8, 10, 12, 16, 17]","[3, 2, 1, 4, 4]","[0.10659360572983707, 0.05485228790233745, 0.06576386971190866, 0.03709975017332717, 0.10191303400910999]","{'mse': 0.055666051321123136, 'rmse': 0.0033421381798832204, 'mae': 0.028252375826615696, 'smape': 0.177187797473, 'loss': 0.003101846242013077}","{'mse': [0.1061454156393624, 0.4608194521134391, 0.5200039199593215, 0.08380312767751677, 0.0920411497138308], 'rmse': [0.016176081108406747, 0.26436965721746725, 0.3672009809755168, 0.007958836403070099, 0.009304258534916812], 'mae': [0.05647396224085242, 0.2817631805073828, 0.31637566481706103, 0.04920489202868339, 0.05386014278803941], 'smape': [0.3384639018846643, 1.2644815245919578, 1.223356567093953, 0.3517393815571369, 0.3436983639652015], 'loss': [0.015046579853838516, 0.2424235244592031, 0.3374219057667587, 0.007958836533362046, 0.009304258073825622]}"
small,5,1.0,0.75,1,27.982020616531372,,,,,,,,,,,[12],[4],"[0.20648596297312333, 0.8628446253469998, 0.8743364350796726, 0.2653634644750702, 0.19706430373174189]","{'mse': 0.062284700360296166, 'rmse': 0.003962682224276511, 'mae': 0.03432726130961592, 'smape': 0.21581142822556088, 'loss': 0.0036445444113471443}","{'mse': [0.16529728408443356], 'rmse': [0.029072209518235005], 'mae': [0.09346134461780159], 'smape': [0.4776908177169489], 'loss': [0.02621927862573001]}"
small,5,1.0,0.75,5,142.2177872657776,,,,,,,,,,,"[8, 10, 12, 16, 17]","[4, 1, 0, 4, 0]","[0.20051212261463852, 0.19842632502734073, 0.059983608055565706, 0.0500376352911668, 0.03719847058681281]","{'mse': 0.05137786746269421, 'rmse': 0.0028288785441491927, 'mae': 0.025850278844770327, 'smape': 0.1690007089971601, 'loss': 0.0025878147312646937}","{'mse': [0.06324603747894228, 0.12337919742451667, 0.2053838721154786, 0.10627300683142327, 0.2511720078550313], 'rmse': [0.004204078577284935, 0.020575976751515655, 0.05300782093742291, 0.011984520593442244, 0.12401432160448908], 'mae': [0.031238276935898916, 0.0650913464003959, 0.10834362213463747, 0.05972808867727508, 0.12443929086066419], 'smape': [0.1982039737150647, 0.32763880695650277, 0.5826497866463937, 0.35994987450684174, 0.5561991602056048], 'loss': [0.0038250196569909654, 0.018712099964937404, 0.047559255003256515, 0.011984520286205225, 0.12401432206388563]}"
small,10,0.25,0.25,1,14.979283094406128,,,,,,,,,,,[12],[8],"[0.1701450134976767, 0.0915505051612854, 0.12053668051958084, 0.06720186546444892, 0.1121886394917965, 0.07415771437808871, 0.07422623820602894, 0.056829205434769395, 0.05104943364858627, 0.06332685863599181]","{'mse': 0.06869661490848104, 'rmse': 0.00496504492298226, 'mae': 0.03796902080310162, 'smape': 0.2314656119969593, 'loss': 0.004594766496059795}","{'mse': [0.1496445419361249], 'rmse': [0.03663120261062193], 'mae': [0.09155065317948659], 'smape': [0.566275720365228], 'loss': [0.0337675830297586]}"
small,10,0.25,0.25,5,74.21029925346375,,,,,,,,,,,"[8, 10, 12, 16, 17]","[9, 8, 1, 2, 6]","[0.24069244745769539, 0.7887434393167496, 0.9952444481663406, 0.3018704175949097, 0.4553064420819283, 0.204939816147089, 0.17868705242872238, 0.09971915632486343, 0.18682456947863102, 0.06824397947639227]","{'mse': 0.046189861445448954, 'rmse': 0.002263044484053508, 'mae': 0.02618283575284295, 'smape': 0.19162996238990682, 'loss': 0.0020769131790277446}","{'mse': [0.1012346078659228, 0.057554458977439604, 0.144852620805438, 0.4395490720312358, 0.15672328970943172], 'rmse': [0.011262643206887064, 0.0035973760710918358, 0.024934288604627715, 0.204269137933674, 0.029786278115700775], 'mae': [0.06553368981694802, 0.03119246311387262, 0.08628393925343777, 0.2886123142516226, 0.09580626193155695], 'smape': [0.4967949630456742, 0.23498263226986865, 0.4701486838842247, 1.281025896007645, 0.5738119735781474], 'loss': [0.010393069824203849, 0.003429678847573491, 0.023565158403168123, 0.20426913991104811, 0.02978627721313387]}"
small,10,0.25,0.5,1,14.91729211807251,,,,,,,,,,,[12],[9],"[0.5876386695890687, 0.5702760130167007, 0.22147450223565102, 0.1586960144340992, 0.15928657315671443, 0.18911331333220005, 0.0734820693731308, 0.06703307945281267, 0.055865388829261065, 0.04704063395038247]","{'mse': 0.05526111019417541, 'rmse': 0.00318255729700552, 'mae': 0.03092110728982172, 'smape': 0.24122189026113983, 'loss': 0.002962269794402851}","{'mse': [0.12460113160433564], 'rmse': [0.019803440446008607], 'mae': [0.07480741263991728], 'smape': [0.6531576297808794], 'loss': [0.017985230104790792]}"
small,10,0.25,0.5,5,74.07660341262817,,,,,,,,,,,"[8, 10, 12, 16, 17]","[8, 5, 9, 0, 0]","[0.17816533937584608, 0.672081202827394, 1.112517584487796, 0.5182834416627884, 0.20870894491672515, 0.16527898348867892, 0.3033641889691353, 0.11619178988039494, 0.10386322513222694, 0.14924136949703098]","{'mse': 0.046571369148684, 'rmse': 0.002219020838895813, 'mae': 0.025749873600971813, 'smape': 0.1856521207055722, 'loss': 0.002126853557355288}","{'mse': [0.1775290775715852, 0.10793358623150665, 0.1239201641482163, 0.12262152942861171, 0.21005549309991572], 'rmse': [0.03287380553705989, 0.015495290155300528, 0.017909671076270173, 0.01661406283984761, 0.0572391692937129], 'mae': [0.10935219648974732, 0.06273447779598287, 0.06836844035857464, 0.07211126667220924, 0.12143894481232564], 'smape': [0.8346550958916064, 0.450551544251853, 0.511048998306207, 0.35693469640686704, 0.5998065410047632], 'loss': [0.03268006037817233, 0.014138182431148985, 0.016266751937412966, 0.016614062304142863, 0.05723916826536879]}"
small,10,0.25,0.75,1,14.919447898864746,,,,,,,,,,,[12],[8],"[0.2768625418422744, 0.8089192859828472, 1.5174909276887774, 0.35811587758362295, 0.5439604423940182, 0.42317340672016146, 0.2698668003082275, 0.45626080334186553, 0.2487001743167639, 0.49159458950161933]","{'mse': 0.0672781483455342, 'rmse': 0.0046079934724766285, 'mae': 0.03594612527337257, 'smape': 0.22736583480775702, 'loss': 0.004234580968234998}","{'mse': [0.17255603427199054], 'rmse': [0.05623523870393017], 'mae': [0.10444698988752396], 'smape': [0.4589373916153505], 'loss': [0.05420636116630501]}"
small,10,0.25,0.75,5,73.16807055473328,,,,,,,,,,,"[8, 10, 12, 16, 17]","[0, 7, 3, 1, 9]","[0.046378253822331315, 0.056165683642029764, 0.08971334174275399, 0.08161187269724905, 0.06289036949165165, 0.15247092759236694, 0.3124024169053882, 0.29428221536800264, 0.1928562693297863, 0.2996455940417945]","{'mse': 0.06632275960933884, 'rmse': 0.004508147154685618, 'mae': 0.03272327889079371, 'smape': 0.2004591232861305, 'loss': 0.004104683955018926}","{'mse': [0.390548912535972, 0.08227549295587266, 0.11683431092573567, 0.2955814232968048, 0.15112631591096426], 'rmse': [0.20375888681198295, 0.008075796711185461, 0.016256042450798303, 0.12108137698238954, 0.027365897843746694], 'mae': [0.2058304010765054, 0.04618537104778135, 0.06435993084478256, 0.16421672541309817, 0.08121782692569468], 'smape': [0.6671921503555509, 0.31080903611267774, 0.4326949879050846, 0.7371996085312245, 0.4292810370256067], 'loss': [0.1853838823735714, 0.01444135471764538, 0.015422481700726267, 0.12108137691393495, 0.02736589717096649]}"
small,10,0.5,0.25,1,29.44070076942444,,,,,,,,,,,[12],[0],"[0.1142501504975371, 0.1780231794109568, 0.37216618009842933, 0.4073205219581723, 0.30673360016662626, 0.5183532305061818, 0.15468196235597134, 0.38837306052446363, 0.14983828396070747, 0.40834485525265335]","{'mse': 0.05980664044549431, 'rmse': 0.0036413630336943462, 'mae': 0.034250158263377614, 'smape': 0.24395846417067288, 'loss': 0.0033516530270895194}","{'mse': [0.4875091640583263], 'rmse': [0.29638446278823294], 'mae': [0.32816103630331017], 'smape': [1.1791977060585703], 'loss': [0.2711929471956359]}"
small,10,0.5,0.25,5,151.20218706130981,,,,,,,,,,,"[8, 10, 12, 16, 17]","[0, 9, 0, 5, 7]","[0.14878352113009896, 0.6978644978720695, 0.5900713979732245, 0.7828934203833342, 1.15314656146802, 2.0054492386057974, 2.6948292295448484, 2.7103464205749335, 2.309664189256728, 1.1649729257449508]","{'mse': 0.04813930662149282, 'rmse': 0.002399152688838311, 'mae': 0.026435018830055085, 'smape': 0.21052444511482715, 'loss': 0.002199301033720581}","{'mse': [0.6981311880227247, 0.09771012876133486, 0.2991757119753287, 0.24712396203398773, 0.13500614351218437], 'rmse': [0.7149641696735736, 0.019422157688255455, 0.23648876114479028, 0.07752366682149607, 0.034596973087307616], 'mae': [0.44981791201728183, 0.06051984068248062, 0.17949770151253053, 0.14716429257009622, 0.07502810901792145], 'smape': [1.237154004329529, 0.39499014620934614, 0.5730666151676485, 0.6608767829560471, 0.3984837301583709], 'loss': [0.6538129568927817, 0.017842664163456194, 0.2157180110613505, 0.07752366783097386, 0.03459697274956852]}"
small,10,0.5,0.5,1,30.164219856262207,,,,,,,,,,,[12],[0],"[0.13044101240229794, 0.45814893105998633, 0.5545197275467217, 0.7330454299226403, 1.509563897177577, 1.8603189382702112, 2.2585421708412468, 2.012721523363143, 1.9003906925208867, 1.7890451226383448]","{'mse': 0.05538403724435322, 'rmse': 0.003123659775242372, 'mae': 0.03165865529061461, 'smape': 0.20993723283395596, 'loss': 0.002915143772649268}","{'mse': [0.6503190283440651], 'rmse': [0.6035365321826119], 'mae': [0.4297503876358148], 'smape': [1.1070835996932318], 'loss': [0.5579494660099348]}"
small,10,0.5,0.5,5,149.88204073905945,,,,,,,,,,,"[8, 10, 12, 16, 17]","[0, 8, 0, 9, 3]","[0.06340498149947962, 0.24651820121798665, 0.20006496794521808, 0.11080473250476644, 0.15525008562835865, 0.22064930396154522, 0.2366718643344939, 0.22181032802909612, 0.2697007914073765, 0.2869081099051982]","{'mse': 0.054349348037826754, 'rmse': 0.0029890053021712874, 'mae': 0.028041462419787423, 'smape': 0.18961941580409125, 'loss': 0.002723062145782428}","{'mse': [0.25337810453780313, 0.4374784265721636, 0.2360338229484557, 0.16172422527694946, 0.11532046666644065], 'rmse': [0.09685156745471532, 0.24336952692609184, 0.0799540849838554, 0.04345925499288983, 0.01919383211808428], 'mae': [0.1595386678326087, 0.2517344443557354, 0.1443902172153642, 0.0919413788909651, 0.06494518663203053], 'smape': [0.6761799387926257, 0.9978084107728555, 0.6619209069449038, 0.5433349480947344, 0.33818456789892226], 'loss': [0.0882074430377947, 0.23263898119330406, 0.07717754070957501, 0.04345925623783842, 0.019193831394659355]}"
small,10,0.5,0.75,1,30.350969791412354,,,,,,,,,,,[12],[0],"[0.09259796241894946, 0.21494950556661935, 0.17568150602746754, 0.2307527564582415, 0.4624343146570027, 0.8407866436988115, 1.0404012358281762, 1.254144529683981, 1.0240278525045141, 0.5802127679344267]","{'mse': 0.07050380115904467, 'rmse': 0.005147151101285019, 'mae': 0.036145995653057546, 'smape': 0.22419158034368475, 'loss': 0.004734143575963874}","{'mse': [0.3054947213680649], 'rmse': [0.10503676996252642], 'mae': [0.18370729563631433], 'smape': [0.9795476747129015], 'loss': [0.09758768499725395]}"
small,10,0.5,0.75,5,149.9694926738739,,,,,,,,,,,"[8, 10, 12, 16, 17]","[1, 7, 9, 3, 0]","[0.1955920307078486, 0.10037700806278735, 0.21760484392289073, 0.4961695740930736, 1.452745871944353, 2.171023373864591, 0.9924797231797129, 0.9609023749828338, 0.8563480069162324, 0.9870264803059399]","{'mse': 0.061658154728118066, 'rmse': 0.0038902009541659753, 'mae': 0.032160087937238416, 'smape': 0.19264909207842965, 'loss': 0.003535543794795457}","{'mse': [0.29489448477491303, 0.07523082127341742, 0.06724177197945985, 0.21420531495287554, 0.4252488453800831], 'rmse': [0.10958497716753887, 0.006216845006329139, 0.005090842960546809, 0.05923089929655748, 0.2936146458311397], 'mae': [0.1534231231395657, 0.03984881281816902, 0.03487793549483772, 0.12516209934437939, 0.24339032234229308], 'smape': [0.6913615417404073, 0.3053589135509287, 0.2183494434168139, 0.6678656075382539, 0.7967109897892795], 'loss': [0.09939920452112953, 0.005687886363981913, 0.004604745319940978, 0.05923090013675392, 0.29361465061083436]}"
small,10,0.75,0.25,1,44.71970057487488,,,,,,,,,,,[12],[9],"[0.15214531377108262, 0.2935243131360039, 0.6619304877705872, 0.683613774801294, 0.5134369019729396, 0.3106454201973975, 0.29548035976476966, 0.5909783153018604, 0.37344394420894483, 0.08042535053876539]","{'mse': 0.06357912977788291, 'rmse': 0.004230810255539984, 'mae': 0.036702124728611854, 'smape': 0.24508996534889094, 'loss': 0.003959582167832802}","{'mse': [0.1390988131179802], 'rmse': [0.027059275205205964], 'mae': [0.07833876545530158], 'smape': [0.4822438455093446], 'loss': [0.024766339713500604]}"
small,10,0.75,0.25,5,216.46753120422363,,,,,,,,,,,"[8, 10, 12, 16, 17]","[8, 0, 7, 7, 5]","[0.13692381705235068, 0.1931862671704342, 0.2749970521622648, 0.40260364025210343, 0.16330685964785516, 0.262157803059866, 0.1206912542693317, 0.14496359004018208, 0.07389022592299928, 0.13255491587333382]","{'mse': 0.05842182697726235, 'rmse': 0.0034960665413266284, 'mae': 0.030488166631682995, 'smape': 0.18546277077139128, 'loss': 0.003202779839436213}","{'mse': [0.22468293496283276, 0.24800238332904678, 0.1634103116247026, 0.10222315229539009, 0.19113235390334238], 'rmse': [0.07119813769696073, 0.12189061504375029, 0.03478123782947809, 0.012624365387414202, 0.048381717947190456], 'mae': [0.13097321327077227, 0.15182260117368201, 0.10593249647320399, 0.05846973860502658, 0.11992852273442622], 'smape': [0.6653582774282213, 0.6751893728509246, 0.7500416023836234, 0.44317798256015645, 0.7867499244194601], 'loss': [0.0650964164071613, 0.11198332284887631, 0.03174401897316178, 0.01262436508841347, 0.048381720000179484]}"
small,10,0.75,0.5,1,44.9114556312561,,,,,,,,,,,[12],[1],"[0.09347719417516297, 0.05252633051325877, 0.21460254890844227, 0.6869080965096752, 1.2176444809883833, 1.613470225284497, 0.9843959627052148, 0.4380293769141038, 0.250063624791801, 0.06788884134342273]","{'mse': 0.06031745045872616, 'rmse': 0.0037270909345343186, 'mae': 0.03349793161709554, 'smape': 0.23154526051333196, 'loss': 0.0034904670202296176}","{'mse': [0.1007788834623983], 'rmse': [0.013546690256291249], 'mae': [0.0618646377512586], 'smape': [0.48627079051494115], 'loss': [0.012850429891841486]}"
small,10,0.75,0.5,5,217.61811137199402,,,,,,,,,,,"[8, 10, 12, 16, 17]","[0, 9, 0, 9, 4]","[0.08100263928693797, 0.1936630654769639, 0.15941896682294707, 0.2478321508814891, 0.19811345963583638, 0.1731282430390517, 0.09903295831754803, 0.14352259730609754, 0.08747473349794746, 0.13315301146358252]","{'mse': 0.05920054314529065, 'rmse': 0.0037526006218950025, 'mae': 0.030854988490822365, 'smape': 0.2067847325629732, 'loss': 0.003413134041087081}","{'mse': [0.25806294727558643, 0.17419358950481348, 0.23417751175532625, 0.09921454656983471, 0.11748591307023479], 'rmse': [0.07849115666810011, 0.05280351331430044, 0.09253922714459324, 0.011248721888328326, 0.031918868203805656], 'mae': [0.1513779258955485, 0.10060856364165933, 0.14072152935582136, 0.05532113425942953, 0.07168504924334229], 'smape': [0.678993497853411, 0.7346353521500569, 0.5864454242330379, 0.3319047538218275, 0.4545140047432015], 'loss': [0.07186185408176647, 0.0481280085320274, 0.08931148817969693, 0.011248721741139889, 0.03191886900458485]}"
small,10,0.75,0.75,1,43.250484228134155,,,,,,,,,,,[12],[6],"[0.48269053181284105, 0.37998103407832484, 0.15438965832193693, 0.09790063691325486, 0.04828224283022185, 0.04049659031443298, 0.03438878525048494, 0.08078132566685478, 0.1784479471311594, 0.4757090557909881]","{'mse': 0.060553016276946064, 'rmse': 0.0038417670433901984, 'mae': 0.033842117898346666, 'smape': 0.2142827868282961, 'loss': 0.0035229759911696115}","{'mse': [0.4014625890059823], 'rmse': [0.16148908760333133], 'mae': [0.24949300410262085], 'smape': [0.8623944386885732], 'loss': [0.14546911537440288]}"
small,10,0.75,0.75,5,216.70704650878906,,,,,,,,,,,"[8, 10, 12, 16, 17]","[0, 7, 8, 0, 9]","[0.04312839093981893, 0.09496827418527877, 0.1469346292006473, 0.15022584469988942, 0.4834997033157075, 0.5508002235476549, 0.4523527562618256, 0.13752286014302323, 0.17203690671982866, 0.22027919680889074]","{'mse': 0.0511781120828264, 'rmse': 0.0026763903097377084, 'mae': 0.02685387028636447, 'smape': 0.20459610563470965, 'loss': 0.002505668154400256}","{'mse': [0.19818682183422098, 0.17572390157572454, 0.07950385727553469, 0.0844686284706405, 0.07511776621135699], 'rmse': [0.052138618475491116, 0.041343682506283466, 0.007063701837115579, 0.007671927334744829, 0.006140974201876585], 'mae': [0.11203512095828325, 0.09575352712641827, 0.042838426165159996, 0.04715884756296873, 0.04160667597261636], 'smape': [0.6254313134827032, 0.6539526222870617, 0.3605361969520532, 0.32011220090663184, 0.3014422591590437], 'loss': [0.0473968428818302, 0.038207391587396465, 0.0068501344875484295, 0.007671926898183301, 0.006140974270238075]}"
small,10,1.0,0.25,1,56.7765474319458,,,,,,,,,,,[12],[3],"[0.13453584557569948, 0.17420652657624727, 0.14627231457454495, 0.08219090094299693, 0.15154450090209903, 0.0993199792635431, 0.14664974158605268, 0.4962454552694812, 0.17843067233671286, 0.23057771621173934]","{'mse': 0.06178206180599377, 'rmse': 0.00396383979608597, 'mae': 0.03363591742335437, 'smape': 0.250140059230396, 'loss': 0.003622312548234024}","{'mse': [0.18633458945283204], 'rmse': [0.04049356906941343], 'mae': [0.11315260212525524], 'smape': [0.7810126214669944], 'loss': [0.036873108759108514]}"
